agent_id,client,tag_hash,dim,score,block_timestamp,feedback_ts,feedback_date,feedback_hour,owner,agent_uri,uri_scheme,registered_at,registered_at_ts,fully_onchain,reg_json,metadata_parse_ok,metadata_keys,reg_name,reg_description,x402_present,x402_value,x402_status,active_present,active_value,active_status,supportedTrust,service_names,service_endpoints
100,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,quality,50.0,2026-03-30 18:36:47.000000 UTC,2026-03-30 18:36:47+00:00,2026-03-30,2026-03-30 18:00:00+00:00,0xc34a355c22400c52e561c4212fd29e8e77b91795,,missing,2026-01-29 10:33:23 UTC,2026-01-29 10:33:23+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
100,0x130e90223aa47b1a046cbb1f6f27ea98e139ee30,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,quality,50.0,2026-03-31 00:41:47.000000 UTC,2026-03-31 00:41:47+00:00,2026-03-31,2026-03-31 00:00:00+00:00,0xc34a355c22400c52e561c4212fd29e8e77b91795,,missing,2026-01-29 10:33:23 UTC,2026-01-29 10:33:23+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
123,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,x402,100.0,2026-03-30 01:57:11.000000 UTC,2026-03-30 01:57:11+00:00,2026-03-30,2026-03-30 01:00:00+00:00,0xc34a355c22400c52e561c4212fd29e8e77b91795,,missing,2026-01-29 10:33:23 UTC,2026-01-29 10:33:23+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
182,0xf17b5dd382b048ff4c05c1c9e4e24cfc5c6adad9,0x5761b13dc06b68b49d7279eec5b51885f5496cf4b6e732a0830a543c3e6832d2,other,75.0,2026-02-18 05:06:23.000000 UTC,2026-02-18 05:06:23+00:00,2026-02-18,2026-02-18 05:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:33:59 UTC,2026-01-29 10:33:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
200,0xf17b5dd382b048ff4c05c1c9e4e24cfc5c6adad9,0x55068e2a7424b20944fc71375d065404a74cf39305e71ae340a473fec1253317,other,68.0,2026-02-18 05:11:23.000000 UTC,2026-02-18 05:11:23+00:00,2026-02-18,2026-02-18 05:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:33:59 UTC,2026-01-29 10:33:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
300,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 11:49:11.000000 UTC,2026-02-10 11:49:11+00:00,2026-02-10,2026-02-10 11:00:00+00:00,0xc9c5391466adb2f405a61e2f4f4f7e0a6617bff1,,missing,2026-01-29 10:34:35 UTC,2026-01-29 10:34:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
456,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,x402,9.5,2026-03-30 01:57:11.000000 UTC,2026-03-30 01:57:11+00:00,2026-03-30,2026-03-30 01:00:00+00:00,0xc34a355c22400c52e561c4212fd29e8e77b91795,,missing,2026-01-29 10:35:59 UTC,2026-01-29 10:35:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
552,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 12:23:59.000000 UTC,2026-02-10 12:23:59+00:00,2026-02-10,2026-02-10 12:00:00+00:00,0x20d9c44c4f14135353e42f6354c70d28a76def58,,missing,2026-01-29 10:36:11 UTC,2026-01-29 10:36:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
553,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 12:24:35.000000 UTC,2026-02-10 12:24:35+00:00,2026-02-10,2026-02-10 12:00:00+00:00,0x20d9c44c4f14135353e42f6354c70d28a76def58,,missing,2026-01-29 10:36:11 UTC,2026-01-29 10:36:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
554,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 12:25:47.000000 UTC,2026-02-10 12:25:47+00:00,2026-02-10,2026-02-10 12:00:00+00:00,0x20d9c44c4f14135353e42f6354c70d28a76def58,,missing,2026-01-29 10:36:11 UTC,2026-01-29 10:36:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
601,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 12:33:47.000000 UTC,2026-02-10 12:33:47+00:00,2026-02-10,2026-02-10 12:00:00+00:00,0xf411fd77a43ee5481cbe47f7d8bf5f1706d79f0c,,missing,2026-01-29 10:36:47 UTC,2026-01-29 10:36:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
620,0xa06f907f7ea437ebe60e3d452831ec69e5be43a4,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,liveness,100.0,2026-03-21 06:53:11.000000 UTC,2026-03-21 06:53:11+00:00,2026-03-21,2026-03-21 06:00:00+00:00,0xf411fd77a43ee5481cbe47f7d8bf5f1706d79f0c,,missing,2026-01-29 10:36:47 UTC,2026-01-29 10:36:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
651,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 12:44:47.000000 UTC,2026-02-10 12:44:47+00:00,2026-02-10,2026-02-10 12:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:37:11 UTC,2026-01-29 10:37:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
752,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 13:00:47.000000 UTC,2026-02-10 13:00:47+00:00,2026-02-10,2026-02-10 13:00:00+00:00,0xc34a355c22400c52e561c4212fd29e8e77b91795,,missing,2026-01-29 10:37:11 UTC,2026-01-29 10:37:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
802,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 13:05:59.000000 UTC,2026-02-10 13:05:59+00:00,2026-02-10,2026-02-10 13:00:00+00:00,0xc9c5391466adb2f405a61e2f4f4f7e0a6617bff1,,missing,2026-01-29 10:37:23 UTC,2026-01-29 10:37:23+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
808,0x42e9c498135431a48796b5ffe2cbc3d7a1811927,0xc5d2460186f7233c927e7db2dcc703c0e500b653ca82273b7bfad8045d85a470,other,100.0,2026-02-02 19:03:47.000000 UTC,2026-02-02 19:03:47+00:00,2026-02-02,2026-02-02 19:00:00+00:00,0xc9c5391466adb2f405a61e2f4f4f7e0a6617bff1,,missing,2026-01-29 10:37:23 UTC,2026-01-29 10:37:23+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
953,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 13:30:47.000000 UTC,2026-02-10 13:30:47+00:00,2026-02-10,2026-02-10 13:00:00+00:00,0x2da521cf4976a0631c097b73aaee8651f306da9d,,missing,2026-01-29 10:37:35 UTC,2026-01-29 10:37:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1152,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:01:59.000000 UTC,2026-02-10 14:01:59+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:38:59 UTC,2026-01-29 10:38:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1154,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:03:11.000000 UTC,2026-02-10 14:03:11+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:38:59 UTC,2026-01-29 10:38:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1155,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:04:23.000000 UTC,2026-02-10 14:04:23+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x7f107106a26011017d8fc3aa11320fd0edc3ad6a,,missing,2026-01-29 10:38:59 UTC,2026-01-29 10:38:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1202,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:11:59.000000 UTC,2026-02-10 14:11:59+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x5f297b810e27bd54096bcc629e59a2ec152b325c,,missing,2026-01-29 10:39:11 UTC,2026-01-29 10:39:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1305,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:29:35.000000 UTC,2026-02-10 14:29:35+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x2da521cf4976a0631c097b73aaee8651f306da9d,,missing,2026-01-29 10:39:35 UTC,2026-01-29 10:39:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1355,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:40:11.000000 UTC,2026-02-10 14:40:11+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x2da521cf4976a0631c097b73aaee8651f306da9d,,missing,2026-01-29 10:39:35 UTC,2026-01-29 10:39:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1378,0xf17b5dd382b048ff4c05c1c9e4e24cfc5c6adad9,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,quality,80.0,2026-02-18 05:07:11.000000 UTC,2026-02-18 05:07:11+00:00,2026-02-18,2026-02-18 05:00:00+00:00,0x2da521cf4976a0631c097b73aaee8651f306da9d,,missing,2026-01-29 10:39:35 UTC,2026-01-29 10:39:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1380,0xf17b5dd382b048ff4c05c1c9e4e24cfc5c6adad9,0xfb6c6c3c0d5d33f0360426b0b58d3bad994edb94748fa7bd09e73c42d811fb30,quality,78.0,2026-02-18 05:06:47.000000 UTC,2026-02-18 05:06:47+00:00,2026-02-18,2026-02-18 05:00:00+00:00,0x2da521cf4976a0631c097b73aaee8651f306da9d,,missing,2026-01-29 10:39:35 UTC,2026-01-29 10:39:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1405,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 14:49:59.000000 UTC,2026-02-10 14:49:59+00:00,2026-02-10,2026-02-10 14:00:00+00:00,0x20d9c44c4f14135353e42f6354c70d28a76def58,,missing,2026-01-29 10:39:35 UTC,2026-01-29 10:39:35+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1602,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 15:29:35.000000 UTC,2026-02-10 15:29:35+00:00,2026-02-10,2026-02-10 15:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1621,0xf653068677a9a26d5911da8abd1500d043ec807e,0xf32a9c3077a9b8e2ccb97670cf9722e808c2460acba29dc22f29ebc72c4604f1,liveness,100.0,2026-02-11 00:45:59.000000 UTC,2026-02-11 00:45:59+00:00,2026-02-11,2026-02-11 00:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1622,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:04:59.000000 UTC,2026-02-10 19:04:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1623,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:05:35.000000 UTC,2026-02-10 19:05:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1624,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:06:35.000000 UTC,2026-02-10 19:06:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1654,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:13:11.000000 UTC,2026-02-10 19:13:11+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1657,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:17:11.000000 UTC,2026-02-10 19:17:11+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x9ce7082814bda389f3ba548bdf2626006279569c,,missing,2026-01-29 10:39:47 UTC,2026-01-29 10:39:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1708,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:23:59.000000 UTC,2026-02-10 19:23:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x5f297b810e27bd54096bcc629e59a2ec152b325c,,missing,2026-01-29 10:40:11 UTC,2026-01-29 10:40:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1709,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:24:35.000000 UTC,2026-02-10 19:24:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x5f297b810e27bd54096bcc629e59a2ec152b325c,,missing,2026-01-29 10:40:11 UTC,2026-01-29 10:40:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1710,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:25:35.000000 UTC,2026-02-10 19:25:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x5f297b810e27bd54096bcc629e59a2ec152b325c,,missing,2026-01-29 10:40:11 UTC,2026-01-29 10:40:11+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1759,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:34:11.000000 UTC,2026-02-10 19:34:11+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x4ebac33db635c0c6160cdb0079f26698a93f2ee2,,missing,2026-01-29 10:41:47 UTC,2026-01-29 10:41:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1760,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:34:59.000000 UTC,2026-02-10 19:34:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x4ebac33db635c0c6160cdb0079f26698a93f2ee2,,missing,2026-01-29 10:41:47 UTC,2026-01-29 10:41:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1761,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:36:47.000000 UTC,2026-02-10 19:36:47+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0x4ebac33db635c0c6160cdb0079f26698a93f2ee2,,missing,2026-01-29 10:41:47 UTC,2026-01-29 10:41:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1775,0xe2179e9510cea06c8ff74cd840c9b484379bd6e3,0x263162b25514e5a51281ed4797f756b2d887d119c9c0f797e00e588b50363fc6,x402,1.0,2026-03-23 11:30:35.000000 UTC,2026-03-23 11:30:35+00:00,2026-03-23,2026-03-23 11:00:00+00:00,0x4ebac33db635c0c6160cdb0079f26698a93f2ee2,,missing,2026-01-29 10:41:47 UTC,2026-01-29 10:41:47+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1803,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:41:59.000000 UTC,2026-02-10 19:41:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1804,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:42:35.000000 UTC,2026-02-10 19:42:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1805,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:43:23.000000 UTC,2026-02-10 19:43:23+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1807,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:45:59.000000 UTC,2026-02-10 19:45:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1853,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:51:35.000000 UTC,2026-02-10 19:51:35+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1854,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:52:11.000000 UTC,2026-02-10 19:52:11+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1855,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:52:47.000000 UTC,2026-02-10 19:52:47+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
1856,0xf653068677a9a26d5911da8abd1500d043ec807e,0x90dbee9d87d6440c27c601f81cfd9aeb695431649e047fe43e7105512264b578,trust,85.0,2026-02-10 19:53:59.000000 UTC,2026-02-10 19:53:59+00:00,2026-02-10,2026-02-10 19:00:00+00:00,0xca0d6c9ef96e0be03c8579fa40c410d14a081807,,missing,2026-01-29 10:41:59 UTC,2026-01-29 10:41:59+00:00,False,,False,,,,False,,undeclared,False,,undeclared,,,
